,raw,char,line
6,"MRS. HARRIS:  Pauline, will you calm yourself?  You sound hysterical.  Haven't you seen me wear a hat often enough, girl?  Miss Shirley suggested an alfresco lunch.  It was most enjoyable.",MRS. HARRIS," Pauline, will you calm yourself?  You sound hysterical.  Haven't you seen me wear a hat often enough, girl?  Miss Shirley suggested an alfresco lunch.  It was most enjoyable."
7,"PAULINE HARRIS:  I've been so anxious about you, mama.  I was worried sick the entire party.",PAULINE HARRIS," I've been so anxious about you, mama.  I was worried sick the entire party."
8,"MRS. HARRIS:  Will you stop fluttering, girl?  You fidget.",MRS. HARRIS," Will you stop fluttering, girl?  You fidget."
9,"ANNE:  Pauline, did you have a good time at your wedding party?",ANNE," Pauline, did you have a good time at your wedding party?"
10,"PAULINE HARRIS:  Oh, my, yes.  Oh, Louisa sent you her your bouquet, mama.  The flowers were wonderful.  The parlor was a bower.",PAULINE HARRIS," Oh, my, yes.  Oh, Louisa sent you her your bouquet, mama.  The flowers were wonderful.  The parlor was a bower."
11,"MRS. HARRIS:  Like a funeral, I suppose.",MRS. HARRIS," Like a funeral, I suppose."
12,PAULINE HARRIS:  And the minister married cousin Louisa and Maurice all over again.,PAULINE HARRIS, And the minister married cousin Louisa and Maurice all over again.
13,MRS. HARRIS:  Sacrilegious.,MRS. HARRIS, Sacrilegious.
14,"PAULINE HARRIS:  Molly and Emily send their love. And, oh, Emily has the most delicious baby.",PAULINE HARRIS," Molly and Emily send their love. And, oh, Emily has the most delicious baby."
15,MRS. HARRIS:  You speak as though it was something to eat.  Babies are common enough.,MRS. HARRIS, You speak as though it was something to eat.  Babies are common enough.
16,ANNE:  Babies are never common.  Each one is a miracle.,ANNE, Babies are never common.  Each one is a miracle.
17,"MRS. HARRIS:  Well, I had two of them.  I didn't see much that was miraculous about either of them.",MRS. HARRIS," Well, I had two of them.  I didn't see much that was miraculous about either of them."
18,"PAULINE HARRIS:  Mama, you're so bright and cheerful today.  However did you two get along, Miss Shirley?",PAULINE HARRIS," Mama, you're so bright and cheerful today.  However did you two get along, Miss Shirley?"
19,"MRS. HARRIS:  Well, that I have a head, and we got on well enough.  [to Anne]  I don't care what the Pringles say; I think you're quite good-looking.",MRS. HARRIS," Well, that I have a head, and we got on well enough.  [to Anne]  I don't care what the Pringles say; I think you're quite good-looking."
20,ANNE:  Thank you.,ANNE, Thank you.
21,[Jen Pringle lets sheep loose and girls scream],[Jen Pringle lets sheep loose and girls scream],
22,"ANNE:  Oh, good grief!",ANNE," Oh, good grief!"
23,"MRS. HARRIS:  Well, well.  ""Little Bo-Peep has lost her sheep and doesn't know where to find them.""  ",MRS. HARRIS," Well, well.  ""Little Bo-Peep has lost her sheep and doesn't know where to find them.""  "
24,GIRLS:  Hurry!  Hurry!,GIRLS, Hurry!  Hurry!
25,"MRS. HARRIS: Good day, Miss Kerr.  After this, I shall be surprised at nothing.  ""Leave them alone, and they'll come home, bringing their tails behind them.""",MRS. HARRIS,"Good day, Miss Kerr.  After this, I shall be surprised at nothing.  ""Leave them alone, and they'll come home, bringing their tails behind them."""
26,"[girls chase sheep, screaming]","[girls chase sheep, screaming]",
27,MORGAN HARRIS:  Get those sheep out of here!,MORGAN HARRIS, Get those sheep out of here!
28,EMMELINE:  Papa!,EMMELINE, Papa!
29,MORGAN HARRIS:  Emmeline!  You were told to stop wearing those ridiculous spectacles outside.  Your eyesight will never improve if you constantly wear them--,MORGAN HARRIS, Emmeline!  You were told to stop wearing those ridiculous spectacles outside.  Your eyesight will never improve if you constantly wear them--
30,"EMMELINE:  Yes, papa, but Miss Shirley gave me these new ones and I--",EMMELINE," Yes, papa, but Miss Shirley gave me these new ones and I--"
31,MORGAN HARRIS:  Go inside.  I mean immediately.,MORGAN HARRIS, Go inside.  I mean immediately.
32,EMMELINE:  But--,EMMELINE, But--
33,MORGAN HARRIS:  Hurry up.  [to shepherd]  Young man!  Who is responsible for this?  Is this your wagon?,MORGAN HARRIS, Hurry up.  [to shepherd]  Young man!  Who is responsible for this?  Is this your wagon?
34,"ANNE:  Oh, thank you.  We had a marvelous time.",ANNE," Oh, thank you.  We had a marvelous time."
35,MORGAN HARRIS:  Miss Shirley.  May I have a word with you?  ,MORGAN HARRIS, Miss Shirley.  May I have a word with you?  
36,"ANNE:  [to Miss Kerr]  You run along, Miss Kerr.  I'll catch up.  [to Morgan]  Yes, sir.",ANNE," [to Miss Kerr]  You run along, Miss Kerr.  I'll catch up.  [to Morgan]  Yes, sir."
37,"MORGAN HARRIS:  It seems that each time we meet, a catastrophe lies in my way.",MORGAN HARRIS," It seems that each time we meet, a catastrophe lies in my way."
38,"ANNE:  Well, then perhaps you ought to get out of the way.",ANNE," Well, then perhaps you ought to get out of the way."
39,"MORGAN HARRIS:  I get annoyed when people treat my instructions lightly, Miss Shirley.  I gave explicit orders that my daughter was to have no further association with Kingsport Ladies' College.   Would you mind telling me what the devil you're doing here?",MORGAN HARRIS," I get annoyed when people treat my instructions lightly, Miss Shirley.  I gave explicit orders that my daughter was to have no further association with Kingsport Ladies' College.   Would you mind telling me what the devil you're doing here?"
40,"ANNE:  We have been on a country picnic, sir.",ANNE," We have been on a country picnic, sir."
41,MORGAN HARRIS: Oh?,MORGAN HARRIS,Oh?
42,ANNE: Hosted by your mother.,ANNE,Hosted by your mother.
43,MORGAN HARRIS:  My mother?  She authorized taking out all those carriages and inviting all those girls?,MORGAN HARRIS, My mother?  She authorized taking out all those carriages and inviting all those girls?
44,"ANNE:  No, sir.  I did.  And as she has nothing better to think about than herself, I thought that it was high time someone tried to help her.",ANNE," No, sir.  I did.  And as she has nothing better to think about than herself, I thought that it was high time someone tried to help her."
45,MORGAN HARRIS:  Then you really are as insane as all the rumors I've heard about you.,MORGAN HARRIS, Then you really are as insane as all the rumors I've heard about you.
46,ANNE:   What have you heard?,ANNE,  What have you heard?
47,MORGAN HARRIS:  You wouldn't want to know.,MORGAN HARRIS, You wouldn't want to know.
48,"ANNE:  Yes, I would.",ANNE," Yes, I would."
49,MORGAN HARRIS:  The Pringles have labeled you the Mad-capped English Professor.  Someone said you had written the most ridiculous story they'd ever read published by something or other Reliable Baking Powder Company.  And that you were the silliest red-headed mouse of a schoolmistress they'd ever known.,MORGAN HARRIS, The Pringles have labeled you the Mad-capped English Professor.  Someone said you had written the most ridiculous story they'd ever read published by something or other Reliable Baking Powder Company.  And that you were the silliest red-headed mouse of a schoolmistress they'd ever known.
50,"ANNE:  Thanks to you, I was very nearly fired.  There's a logical explanation behind everything.  But, you people really are the most narrow-minded, self-centered, quarrelsome group I have ever encountered.  I'd like to poison your entire clan.  You can't stand to see anyone succeed other than yourselves.  Oh, I am sure you're all gloating over who will fly the victory banner at the end of this year.  Well, you have not got the better of me, yet!",ANNE," Thanks to you, I was very nearly fired.  There's a logical explanation behind everything.  But, you people really are the most narrow-minded, self-centered, quarrelsome group I have ever encountered.  I'd like to poison your entire clan.  You can't stand to see anyone succeed other than yourselves.  Oh, I am sure you're all gloating over who will fly the victory banner at the end of this year.  Well, you have not got the better of me, yet!"
51,"MORGAN HARRIS:  Whoa!  [grabbing her]  Come back here, miss.  You're upset by what the Pringles think of you.",MORGAN HARRIS," Whoa!  [grabbing her]  Come back here, miss.  You're upset by what the Pringles think of you."
52,"ANNE:  I don't care to discuss it, if you don't mind.",ANNE," I don't care to discuss it, if you don't mind."
53,"MORGAN HARRIS:  Well,  I'm sorry.  You're afraid the Pringle rumors might enforce my conclusions about you.",MORGAN HARRIS," Well,  I'm sorry.  You're afraid the Pringle rumors might enforce my conclusions about you."
54,ANNE:  Your conclusions?  Don't flatter yourself.,ANNE, Your conclusions?  Don't flatter yourself.
55,MORGAN HARRIS:  You might be interested in listening to what I actually had to say in your defense.,MORGAN HARRIS, You might be interested in listening to what I actually had to say in your defense.
56,"ANNE:  You ought to look around and see if there's anyone you like to listen to better than yourself.  [he tips his hat and turns to leave]  I took it upon myself to see that this was delivered to you.  I'm sure you're far too busy to forward a change of address to your daughter.  If you weren't so self-absorbed, sir, you'd realize there's a little girl who desperately loves you.",ANNE," You ought to look around and see if there's anyone you like to listen to better than yourself.  [he tips his hat and turns to leave]  I took it upon myself to see that this was delivered to you.  I'm sure you're far too busy to forward a change of address to your daughter.  If you weren't so self-absorbed, sir, you'd realize there's a little girl who desperately loves you."
57,MORGAN HARRIS:  You can go.,MORGAN HARRIS, You can go.
58,PAULINE HARRIS:  [comes out of house]  Morgan!,PAULINE HARRIS, [comes out of house]  Morgan!
59,MORGAN HARRIS:  Pauline!,MORGAN HARRIS, Pauline!
60,"PAULINE HARRIS:   Oh, Miss Shirley, wait!  Morgan!  [hugs him] ",PAULINE HARRIS,"  Oh, Miss Shirley, wait!  Morgan!  [hugs him] "
61,MORGAN HARRIS:  How are you?,MORGAN HARRIS, How are you?
62,"PAULINE HARRIS:   I'll be right back.  Miss Shirley!  Oh, Miss Shirley, thank goodness you didn't let mama see me getting out of that fellow's carriage.",PAULINE HARRIS,"  I'll be right back.  Miss Shirley!  Oh, Miss Shirley, thank goodness you didn't let mama see me getting out of that fellow's carriage."
63,"ANNE:  Pauline, you're positively trembling.",ANNE," Pauline, you're positively trembling."
64,"PAULINE HARRIS:  Oh, it was heavenly.  I simply have to tell you everything.  Isaac Kent drove me home.  He used to be an old beau of mine.  Well, no, hardly an old beau; he never had any real intentions.  But we did used to go driving around together.  He, um, paid me a compliment.  He said, ""Your hair looks as much like molasses taffy as it ever did.""  I hope there wasn't anything improper in his saying that?  ",PAULINE HARRIS," Oh, it was heavenly.  I simply have to tell you everything.  Isaac Kent drove me home.  He used to be an old beau of mine.  Well, no, hardly an old beau; he never had any real intentions.  But we did used to go driving around together.  He, um, paid me a compliment.  He said, ""Your hair looks as much like molasses taffy as it ever did.""  I hope there wasn't anything improper in his saying that?  "
65,ANNE:  Nothing whatsoever.,ANNE, Nothing whatsoever.
66,"PAULINE HARRIS:  He asked me to go driving again.  Heaven knows what mama's going to say, but I don't even care!  Louisa and I walked all around the old house and remembered all the summers we spent together as little girls.  We saw the lilac bushes we planted years ago.  I don't know.  I just never had such a wonderful day.",PAULINE HARRIS," He asked me to go driving again.  Heaven knows what mama's going to say, but I don't even care!  Louisa and I walked all around the old house and remembered all the summers we spent together as little girls.  We saw the lilac bushes we planted years ago.  I don't know.  I just never had such a wonderful day."
67,"ANNE:  Pauline, I'm so pleased.",ANNE," Pauline, I'm so pleased."
68,PAULINE HARRIS:  How can I ever repay you?,PAULINE HARRIS, How can I ever repay you?
69,ANNE:  I just wish you didn't have such a difficult time here.,ANNE, I just wish you didn't have such a difficult time here.
70,"PAULINE HARRIS:  Oh, I don't even mind coming home, somehow.  Morgan's here for a few weeks on business.  I hope it will be just like old times.  After all, mama needs me, and it's nice being needed, isn't it?  Oh, thank you, Miss Shirley.  [hands her the dress]",PAULINE HARRIS," Oh, I don't even mind coming home, somehow.  Morgan's here for a few weeks on business.  I hope it will be just like old times.  After all, mama needs me, and it's nice being needed, isn't it?  Oh, thank you, Miss Shirley.  [hands her the dress]"
