,raw,char,line
151,GILBERT:  Diana!  You look wonderful tonight.  Merry Christmas!,GILBERT, Diana!  You look wonderful tonight.  Merry Christmas!
152,"DIANA:  Merry Christmas to you too, Gilbert.",DIANA," Merry Christmas to you too, Gilbert."
153,ANNE:  How could you wish that person a merry Christmas?,ANNE, How could you wish that person a merry Christmas?
154,"DIANA:  I gather that person didn't ask you to dance, after all.  Well, will you give me the pleasure instead?",DIANA," I gather that person didn't ask you to dance, after all.  Well, will you give me the pleasure instead?"
155,ANNE:  Thank you.  I believe I will.,ANNE, Thank you.  I believe I will.
156,SCENE: A room in the Barry house.,SCENE,A room in the Barry house.
157,DIANA:  I think Gilbert took your dance card.,DIANA, I think Gilbert took your dance card.
158,ANNE:  Such a romantic gesture would be utterly beyond his imagination.,ANNE, Such a romantic gesture would be utterly beyond his imagination.
159,DIANA:  Well then who?  Josie Pie?,DIANA, Well then who?  Josie Pie?
160,"ANNE:  A secret admirer, obviously.",ANNE," A secret admirer, obviously."
161,DIANA:  We should get to bed before mother comes down.  She said we could sleep in the spare bedroom.  Isn't that exciting?,DIANA, We should get to bed before mother comes down.  She said we could sleep in the spare bedroom.  Isn't that exciting?
162,"ANNE:  Alright, then.  I'll race you to see who get the warm side of the bed.  Ready?  Get set.  Go!",ANNE," Alright, then.  I'll race you to see who get the warm side of the bed.  Ready?  Get set.  Go!"
163,SCENE: The spare bedroom.,SCENE,The spare bedroom.
164,AUNT JOSEPHINE:  Oh!  Merciful heavens!  What is the meaning of this?,AUNT JOSEPHINE, Oh!  Merciful heavens!  What is the meaning of this?
165,DIANA:  Aunt Josephine.  Mother said you weren't coming until tomorrow.,DIANA, Aunt Josephine.  Mother said you weren't coming until tomorrow.
166,"AUNT JOSEPHINE:  Is that any reason to try to kill me in my sleep?  Diana Barry, you are the worst behaved girl I have ever known.  Your parents will certainly hear about this outrage.",AUNT JOSEPHINE," Is that any reason to try to kill me in my sleep?  Diana Barry, you are the worst behaved girl I have ever known.  Your parents will certainly hear about this outrage."
167,"ANNE:  It's all my fault, ma'am.  It was my idea to race.",ANNE," It's all my fault, ma'am.  It was my idea to race."
168,"DIANA:  And we didn't know you were in here.  Honestly, we didn't.  Please don't tell mother, Aunt Jo.  We're terribly sorry.",DIANA," And we didn't know you were in here.  Honestly, we didn't.  Please don't tell mother, Aunt Jo.  We're terribly sorry."
169,"AUNT JOSEPHINE:  I most certainly will tell her.  She'll want to know the reason why I changed my mind about the music lessons I was going to pay for.  You need a few lessons in behavior more than in music, young lady.  Now get out of here and let a poor old woman get some sleep.",AUNT JOSEPHINE," I most certainly will tell her.  She'll want to know the reason why I changed my mind about the music lessons I was going to pay for.  You need a few lessons in behavior more than in music, young lady.  Now get out of here and let a poor old woman get some sleep."
170,SCENE: The hallway.,SCENE,The hallway.
171,"DIANA:  This is really dreadful, Anne.  I've always wanted music lessons, and she's the only one in the family who's rich enough to pay for them.",DIANA," This is really dreadful, Anne.  I've always wanted music lessons, and she's the only one in the family who's rich enough to pay for them."
172,"ANNE:  I'll explain tomorrow.  Don't worry, Diana.",ANNE," I'll explain tomorrow.  Don't worry, Diana."
173,"DIANA:  She'll probably leave in a big huff first thing tomorrow morning.  But I don't care.  She's only father's great-aunt -- never been close.  It was pretty funny, wasn't it?  Did you see the look on her face?",DIANA," She'll probably leave in a big huff first thing tomorrow morning.  But I don't care.  She's only father's great-aunt -- never been close.  It was pretty funny, wasn't it?  Did you see the look on her face?"
174,ANNE:  I can't have you lose your music lessons because of me.  I'll just have to have a talk with her.,ANNE, I can't have you lose your music lessons because of me.  I'll just have to have a talk with her.
175,"DIANA:  Anne, don't.   She'll eat you alive.",DIANA," Anne, don't.   She'll eat you alive."
176,ANNE:  I've had lots of practice in making apologizes before.  Just leave it to me.,ANNE, I've had lots of practice in making apologizes before.  Just leave it to me.
177,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- Next,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- Next,
0,Script: Part 6,Script,Part 6
1,SCENE: Barry drawing room.,SCENE,Barry drawing room.
2,AUNT JOSEPHINE:  What?   Come to finish the job?,AUNT JOSEPHINE, What?   Come to finish the job?
3,"ANNE:  Sorry I startled you, ma'am.",ANNE," Sorry I startled you, ma'am."
4,AUNT JOSEPHINE:  Who are you?,AUNT JOSEPHINE, Who are you?
5,ANNE:  Anne of Green Gables and I've come to confess.,ANNE, Anne of Green Gables and I've come to confess.
6,AUNT JOSEPHINE:  Confess what?  I'm not interested in the confessions of assassins who masquerade as little girls.,AUNT JOSEPHINE, Confess what?  I'm not interested in the confessions of assassins who masquerade as little girls.
7,"ANNE:  It was all my doing, Miss Barry.  Diana would never think of such a thing as racing to a bed and jumping on it.  She's far too lady-like,  whereas I am merely an orphan who doesn't know any better.  So I think you ought to forgive Diana and let her have her music lessons back.",ANNE," It was all my doing, Miss Barry.  Diana would never think of such a thing as racing to a bed and jumping on it.  She's far too lady-like,  whereas I am merely an orphan who doesn't know any better.  So I think you ought to forgive Diana and let her have her music lessons back."
8,"AUNT JOSEPHINE:  Oh, you do, do you?  ",AUNT JOSEPHINE," Oh, you do, do you?  "
9,"ANNE:  Yes, ma'am.",ANNE," Yes, ma'am."
10,"AUNT JOSEPHINE:  Do you have any idea what it's like to be wakened from the few hours of precious hours of sleep granted an old woman in a strange bed by two ferocious, wild girls landing on her head?",AUNT JOSEPHINE," Do you have any idea what it's like to be wakened from the few hours of precious hours of sleep granted an old woman in a strange bed by two ferocious, wild girls landing on her head?"
11,ANNE:  I don't know. I can imagine it must have been terrifying in the extreme.  And if you had any imagination you could have put yourself in our place.,ANNE, I don't know. I can imagine it must have been terrifying in the extreme.  And if you had any imagination you could have put yourself in our place.
12,"AUNT JOSEPHINE:  I haven't been in your place for forty-seven years, thank you very much.",AUNT JOSEPHINE," I haven't been in your place for forty-seven years, thank you very much."
13,"ANNE:  Don't you have any imagination, Miss Barry?",ANNE," Don't you have any imagination, Miss Barry?"
14,"AUNT JOSEPHINE:  At my age,  imagination is a threat to life.",AUNT JOSEPHINE," At my age,  imagination is a threat to life."
15,"ANNE:  Well, we honestly didn't know you were in there, and you scared us half to death.  You should just imagine how exciting it was going to be for me to sleep in a spare bedroom, reserved for important company such as yourself.  As it was, I had to sleep with Minnie May, and you don't know how she kicks.   Mine was the sleep of the bitterly disappointed, Miss Barry.  I was forced to lie awake all night with the knowledge that I had cost Diana her career as a world famous concert pianist.",ANNE," Well, we honestly didn't know you were in there, and you scared us half to death.  You should just imagine how exciting it was going to be for me to sleep in a spare bedroom, reserved for important company such as yourself.  As it was, I had to sleep with Minnie May, and you don't know how she kicks.   Mine was the sleep of the bitterly disappointed, Miss Barry.  I was forced to lie awake all night with the knowledge that I had cost Diana her career as a world famous concert pianist."
16,"AUNT JOSEPHINE:  I suppose your claim to sympathy is as valid as mine.  Do you know what I am composing here, Anne of Green Gables?",AUNT JOSEPHINE," I suppose your claim to sympathy is as valid as mine.  Do you know what I am composing here, Anne of Green Gables?"
17,"ANNE:  I'm sure I don't, Miss Barry.",ANNE," I'm sure I don't, Miss Barry."
18,"AUNT JOSEPHINE:  It's a note expressing my outrage to Diana's parents.  The trouble is I don't feel outraged anymore.  So, what do you suggest.",AUNT JOSEPHINE," It's a note expressing my outrage to Diana's parents.  The trouble is I don't feel outraged anymore.  So, what do you suggest."
19,"ANNE:  Perhaps if Diana apologized, which she's too frightened to do at this moment.",ANNE," Perhaps if Diana apologized, which she's too frightened to do at this moment."
20,AUNT JOSEPHINE:  I have a better idea.  Suppose I reinstate her music lessons in exchange for you coming to visit me in Charlottetown on occasion?,AUNT JOSEPHINE, I have a better idea.  Suppose I reinstate her music lessons in exchange for you coming to visit me in Charlottetown on occasion?
21,"ANNE:  Me, Miss Barry?",ANNE," Me, Miss Barry?"
22,"AUNT JOSEPHINE:  Yes, you, Anne of Green Gables.  Diana can come along as well.   You amuse me, and precious little in this world amuses me at my age.",AUNT JOSEPHINE," Yes, you, Anne of Green Gables.  Diana can come along as well.   You amuse me, and precious little in this world amuses me at my age."
23,"ANNE:  You seem a very interesting old woman to me.  You're not an old ogre at all, are you?  I didn't mean that.  Excuse me, Miss Barry.",ANNE," You seem a very interesting old woman to me.  You're not an old ogre at all, are you?  I didn't mean that.  Excuse me, Miss Barry."
24,"AUNT JOSEPHINE:  I most certainly am an old ogre, and don't you let on any different.  Will you come and see me?  Then go tell Diana she can be a concert pianist after all.",AUNT JOSEPHINE," I most certainly am an old ogre, and don't you let on any different.  Will you come and see me?  Then go tell Diana she can be a concert pianist after all."
25,"ANNE:  Thank you, Miss Barry.  We appreciate your making up your mind so swiftly.",ANNE," Thank you, Miss Barry.  We appreciate your making up your mind so swiftly."
26,"AUNT JOSEPHINE:  Good day, Anne-girl.",AUNT JOSEPHINE," Good day, Anne-girl."
27,SCENE: The Hallway.,SCENE,The Hallway.
28,"ANNE:  You wouldn't think so to look at her, but she is definitely a kindred spirit, Diana.",ANNE," You wouldn't think so to look at her, but she is definitely a kindred spirit, Diana."
29,  ,  ,
30,SCENE: The Barry pond.,SCENE,The Barry pond.
31,"DIANA:  [reading from letter] ""Please find enclosed, two silver bagels.  One for you and one for the Anne-girl.  I want to become better acquainted with you both.  If you come to town for a visit, I will put you up in my very sparest of spare rooms.  Yours very truly, Aunt Josephine Barry.""",DIANA," [reading from letter] ""Please find enclosed, two silver bagels.  One for you and one for the Anne-girl.  I want to become better acquainted with you both.  If you come to town for a visit, I will put you up in my very sparest of spare rooms.  Yours very truly, Aunt Josephine Barry."""
